"submittedAt","orderId","customerId","salesRepId","salesRepSsn","salesRepFirstName","salesRepLastName","salesRepAddress","salesRepCity","salesRepState","salesRepZip","shippingAddressAttention","shippingAddressAddress","shippingAddressCity","shippingAddressState","shippingAddressZip","productId","productQuantity","productSoldPrice"
"1565456400","00003356-11bf-41e7-9dc6-5eccf38a22ff","58ca2143-1cab-4d7e-a94e-90ddbce4a762","9ddf6d48-6314-48eb-8107-f98dd3d7bd46","675-33-6807","Barrett","Crosby","PO Box 95","Chandler","AZ","85623","Sage Leblanc","845 Berkshire Place","Tampa","FL","32260","e672483e-57a8-434a-bc42-ecf827c8a8d4","300","101.60"
"1568595600","00003982-c633-41c4-b835-e81374bc9997","74f15c5c-1565-4142-8cb9-8ccc3a9d2993","d7b8d17c-ec75-4386-b97c-0f9d034fcb2f","910431245","Apollo","Roberts","238 S Olenda Drive","Pomona","CA","92321","Rylan Sheppard","294 Declerk Loop N","Port St. Lucie","FL","33139","e672483e-57a8-434a-bc42-ecf827c8a8d4","800","110.57"
"1568595600","00003982-c633-41c4-b835-e81374bc9997","74f15c5c-1565-4142-8cb9-8ccc3a9d2993","d7b8d17c-ec75-4386-b97c-0f9d034fcb2f","910431245","Apollo","Roberts","238 S Olenda Drive","Pomona","CA","92321","Rylan Sheppard","294 Declerk Loop N","Port St. Lucie","FL","33139","ec15ba1d-53b6-44b0-8a22-1e498485f1b8","800","95.22"
"1564329600","0000cdba-66ef-4cf9-a07e-7da7da6b6dcc","1f346308-f3b5-412a-9022-c0cda208debc","92f62533-fec8-49c6-8661-f463bb6e095d","984655296","Karson","Wagner","65  Lance Court","Modesto","CA","95634","Mary Workman","942 N Wren Street","Broken Arrow","OK","74546","699fcfe8-ce60-42c9-9d0f-728df3e48d70","700","97.80"
"1564329600","0000cdba-66ef-4cf9-a07e-7da7da6b6dcc","1f346308-f3b5-412a-9022-c0cda208debc","92f62533-fec8-49c6-8661-f463bb6e095d","984655296","Karson","Wagner","65  Lance Court","Modesto","CA","95634","Mary Workman","942 N Wren Street","Broken Arrow","OK","74546","7a41323a-560f-4e34-aba6-995e2325f95e","800","92.65"
"1564329600","0000cdba-66ef-4cf9-a07e-7da7da6b6dcc","1f346308-f3b5-412a-9022-c0cda208debc","92f62533-fec8-49c6-8661-f463bb6e095d","984655296","Karson","Wagner","65  Lance Court","Modesto","CA","95634","Mary Workman","942 N Wren Street","Broken Arrow","OK","74546","7b547a10-e804-48e1-ad90-1f946cee659c","500","102.95"
"1564329600","0000cdba-66ef-4cf9-a07e-7da7da6b6dcc","1f346308-f3b5-412a-9022-c0cda208debc","92f62533-fec8-49c6-8661-f463bb6e095d","984655296","Karson","Wagner","65  Lance Court","Modesto","CA","95634","Mary Workman","942 N Wren Street","Broken Arrow","OK","74546","95cbadca-cf90-4b8a-a134-2976f6ba6df8","300","97.80"
"1564329600","0000cdba-66ef-4cf9-a07e-7da7da6b6dcc","1f346308-f3b5-412a-9022-c0cda208debc","92f62533-fec8-49c6-8661-f463bb6e095d","984655296","Karson","Wagner","65  Lance Court","Modesto","CA","95634","Mary Workman","942 N Wren Street","Broken Arrow","OK","74546","bc93ed89-bb15-4e46-a110-a5878e46ccf6","700","92.65"
"1566799200","0000dd9c-8627-4800-9a40-fbffbb5de087","ea3b5b16-38aa-44ba-9d8c-66a2cdc22bb0","c58e0ea1-93ad-4ea2-b45b-32d46ccb941d","575751925","Mackenzie","Burgess","PO Box 79","Scottsdale","AZ","85333","Derrick Ray","264  Victory Drive","Fontana","CA","92342","668b2c1f-d76e-4bf0-82bb-c7d5776524a4","1000","112.48"
"1566799200","0000dd9c-8627-4800-9a40-fbffbb5de087","ea3b5b16-38aa-44ba-9d8c-66a2cdc22bb0","c58e0ea1-93ad-4ea2-b45b-32d46ccb941d","575751925","Mackenzie","Burgess","PO Box 79","Scottsdale","AZ","85333","Derrick Ray","264  Victory Drive","Fontana","CA","92342","8d809e13-fdc5-4d15-9271-953750f6d592","600","112.48"
"1566799200","0000dd9c-8627-4800-9a40-fbffbb5de087","ea3b5b16-38aa-44ba-9d8c-66a2cdc22bb0","c58e0ea1-93ad-4ea2-b45b-32d46ccb941d","575751925","Mackenzie","Burgess","PO Box 79","Scottsdale","AZ","85333","Derrick Ray","264  Victory Drive","Fontana","CA","92342","95cbadca-cf90-4b8a-a134-2976f6ba6df8","700","106.85"
"1566799200","0000dd9c-8627-4800-9a40-fbffbb5de087","ea3b5b16-38aa-44ba-9d8c-66a2cdc22bb0","c58e0ea1-93ad-4ea2-b45b-32d46ccb941d","575751925","Mackenzie","Burgess","PO Box 79","Scottsdale","AZ","85333","Derrick Ray","264  Victory Drive","Fontana","CA","92342","bc93ed89-bb15-4e46-a110-a5878e46ccf6","400","101.23"
"1566799200","0000dd9c-8627-4800-9a40-fbffbb5de087","ea3b5b16-38aa-44ba-9d8c-66a2cdc22bb0","c58e0ea1-93ad-4ea2-b45b-32d46ccb941d","575751925","Mackenzie","Burgess","PO Box 79","Scottsdale","AZ","85333","Derrick Ray","264  Victory Drive","Fontana","CA","92342","e26839a2-44fd-4003-a06b-faf6a2dff077","200","106.85"
"1566799200","0000dd9c-8627-4800-9a40-fbffbb5de087","ea3b5b16-38aa-44ba-9d8c-66a2cdc22bb0","c58e0ea1-93ad-4ea2-b45b-32d46ccb941d","575751925","Mackenzie","Burgess","PO Box 79","Scottsdale","AZ","85333","Derrick Ray","264  Victory Drive","Fontana","CA","92342","e672483e-57a8-434a-bc42-ecf827c8a8d4","300","117.54"
"1566799200","0000dd9c-8627-4800-9a40-fbffbb5de087","ea3b5b16-38aa-44ba-9d8c-66a2cdc22bb0","c58e0ea1-93ad-4ea2-b45b-32d46ccb941d","575751925","Mackenzie","Burgess","PO Box 79","Scottsdale","AZ","85333","Derrick Ray","264  Victory Drive","Fontana","CA","92342","ec15ba1d-53b6-44b0-8a22-1e498485f1b8","600","101.23"
"1572526800","000209e2-59e8-47ed-915a-309191319611","35e8fc36-a5c9-4b77-84d6-8cd742464587","08aa19d6-3ec2-48a5-b312-5d83bfd228b7","744331633","Watson","Padilla","326  Carter Path","Cleveland","OH","45696","Shawn Alexander","29  Lake Miona Drive","Omaha","NE","68975","7a41323a-560f-4e34-aba6-995e2325f95e","900","92.65"
"1572526800","000209e2-59e8-47ed-915a-309191319611","35e8fc36-a5c9-4b77-84d6-8cd742464587","08aa19d6-3ec2-48a5-b312-5d83bfd228b7","744331633","Watson","Padilla","326  Carter Path","Cleveland","OH","45696","Shawn Alexander","29  Lake Miona Drive","Omaha","NE","68975","8d809e13-fdc5-4d15-9271-953750f6d592","500","102.95"
"1572526800","000209e2-59e8-47ed-915a-309191319611","35e8fc36-a5c9-4b77-84d6-8cd742464587","08aa19d6-3ec2-48a5-b312-5d83bfd228b7","744331633","Watson","Padilla","326  Carter Path","Cleveland","OH","45696","Shawn Alexander","29  Lake Miona Drive","Omaha","NE","68975","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","100","101.92"
"1566799200","0003a0ff-13f1-4abf-bc40-7e3619411a0e","b8483217-12cf-4271-af66-7e896e2a4f27","4a778c6a-73c8-4ed3-845a-7ad322dc90cb","865205108","Sloan","Montoya","PO Box 785","Overland Park","KS","67523","Aziel Levy","85  Pelzer Avenue","League City","TX","75402","699fcfe8-ce60-42c9-9d0f-728df3e48d70","500","95.08"
"1566799200","0003a0ff-13f1-4abf-bc40-7e3619411a0e","b8483217-12cf-4271-af66-7e896e2a4f27","4a778c6a-73c8-4ed3-845a-7ad322dc90cb","865205108","Sloan","Montoya","PO Box 785","Overland Park","KS","67523","Aziel Levy","85  Pelzer Avenue","League City","TX","75402","8d809e13-fdc5-4d15-9271-953750f6d592","700","100.09"
"1566799200","0003a0ff-13f1-4abf-bc40-7e3619411a0e","b8483217-12cf-4271-af66-7e896e2a4f27","4a778c6a-73c8-4ed3-845a-7ad322dc90cb","865205108","Sloan","Montoya","PO Box 785","Overland Park","KS","67523","Aziel Levy","85  Pelzer Avenue","League City","TX","75402","bc93ed89-bb15-4e46-a110-a5878e46ccf6","1000","90.08"
"1566799200","0003a0ff-13f1-4abf-bc40-7e3619411a0e","b8483217-12cf-4271-af66-7e896e2a4f27","4a778c6a-73c8-4ed3-845a-7ad322dc90cb","865205108","Sloan","Montoya","PO Box 785","Overland Park","KS","67523","Aziel Levy","85  Pelzer Avenue","League City","TX","75402","ec15ba1d-53b6-44b0-8a22-1e498485f1b8","1000","90.08"
"1558382400","00043e86-dbd9-4166-8f5a-6ae673853b90","862e6d05-f83d-42cb-9f86-b3810a5e63d2","e98a8ef6-b119-415a-bba1-00a64593056d","571811857","Blake","Garrett","PO Box 498","South Bend","IN","47733","Frida Mcclure","541  Robles Avenue","Fort Lauderdale","FL","33876","668b2c1f-d76e-4bf0-82bb-c7d5776524a4","1000","98.18"
"1558382400","00043e86-dbd9-4166-8f5a-6ae673853b90","862e6d05-f83d-42cb-9f86-b3810a5e63d2","e98a8ef6-b119-415a-bba1-00a64593056d","571811857","Blake","Garrett","PO Box 498","South Bend","IN","47733","Frida Mcclure","541  Robles Avenue","Fort Lauderdale","FL","33876","7b547a10-e804-48e1-ad90-1f946cee659c","500","98.18"
"1558382400","00043e86-dbd9-4166-8f5a-6ae673853b90","862e6d05-f83d-42cb-9f86-b3810a5e63d2","e98a8ef6-b119-415a-bba1-00a64593056d","571811857","Blake","Garrett","PO Box 498","South Bend","IN","47733","Frida Mcclure","541  Robles Avenue","Fort Lauderdale","FL","33876","a990d79b-4957-42fc-8e42-20ceb1fd1259","900","108.00"
"1548694800","0004e1f2-ce83-4d51-8cfd-cb75c63e664f","9b521f56-d021-47b2-80a5-9d43b9b1653b","576b8760-30ea-4a45-849c-f2b61277618c","823104252","Milena","Johnston","280 Blackberry Avenue E","Thornton","CO","80861","Yareli Berg","362 N Camden Terrace","Boulder","CO","80221","7a41323a-560f-4e34-aba6-995e2325f95e","1000","95.22"
"1548694800","0004e1f2-ce83-4d51-8cfd-cb75c63e664f","9b521f56-d021-47b2-80a5-9d43b9b1653b","576b8760-30ea-4a45-849c-f2b61277618c","823104252","Milena","Johnston","280 Blackberry Avenue E","Thornton","CO","80861","Yareli Berg","362 N Camden Terrace","Boulder","CO","80221","7b547a10-e804-48e1-ad90-1f946cee659c","1000","105.81"
"1548694800","0004e1f2-ce83-4d51-8cfd-cb75c63e664f","9b521f56-d021-47b2-80a5-9d43b9b1653b","576b8760-30ea-4a45-849c-f2b61277618c","823104252","Milena","Johnston","280 Blackberry Avenue E","Thornton","CO","80861","Yareli Berg","362 N Camden Terrace","Boulder","CO","80221","8d809e13-fdc5-4d15-9271-953750f6d592","400","105.81"
"1548694800","0004e1f2-ce83-4d51-8cfd-cb75c63e664f","9b521f56-d021-47b2-80a5-9d43b9b1653b","576b8760-30ea-4a45-849c-f2b61277618c","823104252","Milena","Johnston","280 Blackberry Avenue E","Thornton","CO","80861","Yareli Berg","362 N Camden Terrace","Boulder","CO","80221","bc93ed89-bb15-4e46-a110-a5878e46ccf6","800","95.22"
"1548694800","0004e1f2-ce83-4d51-8cfd-cb75c63e664f","9b521f56-d021-47b2-80a5-9d43b9b1653b","576b8760-30ea-4a45-849c-f2b61277618c","823104252","Milena","Johnston","280 Blackberry Avenue E","Thornton","CO","80861","Yareli Berg","362 N Camden Terrace","Boulder","CO","80221","e26839a2-44fd-4003-a06b-faf6a2dff077","300","100.51"
"1551517200","0004eafc-bdf1-4003-bd4c-55b6d17d83af","309811ea-1569-4f36-b3f9-7a534c0d127a","1e65eaee-012c-4987-8056-f37c19fc0a35","null","Austyn","Frank","398  Salem Place","Vancouver","WA","99150","Siena Kelly","510 Berrien Court","Roseville","CA","92552","668b2c1f-d76e-4bf0-82bb-c7d5776524a4","400","104.85"
"1551517200","0004eafc-bdf1-4003-bd4c-55b6d17d83af","309811ea-1569-4f36-b3f9-7a534c0d127a","1e65eaee-012c-4987-8056-f37c19fc0a35","null","Austyn","Frank","398  Salem Place","Vancouver","WA","99150","Siena Kelly","510 Berrien Court","Roseville","CA","92552","699fcfe8-ce60-42c9-9d0f-728df3e48d70","200","99.61"
"1551517200","0004eafc-bdf1-4003-bd4c-55b6d17d83af","309811ea-1569-4f36-b3f9-7a534c0d127a","1e65eaee-012c-4987-8056-f37c19fc0a35","null","Austyn","Frank","398  Salem Place","Vancouver","WA","99150","Siena Kelly","510 Berrien Court","Roseville","CA","92552","7b547a10-e804-48e1-ad90-1f946cee659c","300","104.85"
"1551517200","0004eafc-bdf1-4003-bd4c-55b6d17d83af","309811ea-1569-4f36-b3f9-7a534c0d127a","1e65eaee-012c-4987-8056-f37c19fc0a35","null","Austyn","Frank","398  Salem Place","Vancouver","WA","99150","Siena Kelly","510 Berrien Court","Roseville","CA","92552","8d809e13-fdc5-4d15-9271-953750f6d592","200","104.85"
"1551517200","0004eafc-bdf1-4003-bd4c-55b6d17d83af","309811ea-1569-4f36-b3f9-7a534c0d127a","1e65eaee-012c-4987-8056-f37c19fc0a35","null","Austyn","Frank","398  Salem Place","Vancouver","WA","99150","Siena Kelly","510 Berrien Court","Roseville","CA","92552","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","600","103.80"
"1551517200","0004eafc-bdf1-4003-bd4c-55b6d17d83af","309811ea-1569-4f36-b3f9-7a534c0d127a","1e65eaee-012c-4987-8056-f37c19fc0a35","null","Austyn","Frank","398  Salem Place","Vancouver","WA","99150","Siena Kelly","510 Berrien Court","Roseville","CA","92552","bc93ed89-bb15-4e46-a110-a5878e46ccf6","100","94.37"
"1551517200","0004eafc-bdf1-4003-bd4c-55b6d17d83af","309811ea-1569-4f36-b3f9-7a534c0d127a","1e65eaee-012c-4987-8056-f37c19fc0a35","null","Austyn","Frank","398  Salem Place","Vancouver","WA","99150","Siena Kelly","510 Berrien Court","Roseville","CA","92552","e26839a2-44fd-4003-a06b-faf6a2dff077","200","99.61"
"1551517200","0004eafc-bdf1-4003-bd4c-55b6d17d83af","309811ea-1569-4f36-b3f9-7a534c0d127a","1e65eaee-012c-4987-8056-f37c19fc0a35","null","Austyn","Frank","398  Salem Place","Vancouver","WA","99150","Siena Kelly","510 Berrien Court","Roseville","CA","92552","e672483e-57a8-434a-bc42-ecf827c8a8d4","800","109.57"
"1549893600","000673a9-f629-401c-acfe-d6560abfd09e","d3b202e1-01fa-464a-8f5c-6b8e7b5e262b","20caec14-2752-4737-992e-7c4f7b791662","833-24-5127","Zainab","Salinas","249  Barcelona Drive","League City","TX","77903","Avery Burke","950  Petunia Lane","Atlanta","GA","30567","7a41323a-560f-4e34-aba6-995e2325f95e","400","96.94"
"1549893600","000673a9-f629-401c-acfe-d6560abfd09e","d3b202e1-01fa-464a-8f5c-6b8e7b5e262b","20caec14-2752-4737-992e-7c4f7b791662","833-24-5127","Zainab","Salinas","249  Barcelona Drive","League City","TX","77903","Avery Burke","950  Petunia Lane","Atlanta","GA","30567","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","400","106.63"
"1549893600","000673a9-f629-401c-acfe-d6560abfd09e","d3b202e1-01fa-464a-8f5c-6b8e7b5e262b","20caec14-2752-4737-992e-7c4f7b791662","833-24-5127","Zainab","Salinas","249  Barcelona Drive","League City","TX","77903","Avery Burke","950  Petunia Lane","Atlanta","GA","30567","a990d79b-4957-42fc-8e42-20ceb1fd1259","700","118.48"
"1549893600","000673a9-f629-401c-acfe-d6560abfd09e","d3b202e1-01fa-464a-8f5c-6b8e7b5e262b","20caec14-2752-4737-992e-7c4f7b791662","833-24-5127","Zainab","Salinas","249  Barcelona Drive","League City","TX","77903","Avery Burke","950  Petunia Lane","Atlanta","GA","30567","e672483e-57a8-434a-bc42-ecf827c8a8d4","400","112.56"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","668b2c1f-d76e-4bf0-82bb-c7d5776524a4","100","98.18"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","699fcfe8-ce60-42c9-9d0f-728df3e48d70","600","93.27"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","7b547a10-e804-48e1-ad90-1f946cee659c","100","98.18"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","8d809e13-fdc5-4d15-9271-953750f6d592","600","98.18"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","800","97.20"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","a990d79b-4957-42fc-8e42-20ceb1fd1259","400","108.00"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","bc93ed89-bb15-4e46-a110-a5878e46ccf6","1000","88.36"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","e26839a2-44fd-4003-a06b-faf6a2dff077","700","93.27"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","e672483e-57a8-434a-bc42-ecf827c8a8d4","900","102.60"
"1577286000","000833dd-570c-4cfa-9055-5b6883a7e1b4","9912327e-8856-4517-ab91-5e38f9831286","28355e64-aa4e-4207-9635-0be8e6eb626c","697483425","Madilynn","Vazquez","511 Cedar Waxwing Drive S","Gainesville","FL","32877","Douglas Cleveland","476  Oleander Street","Lansing","MI","49676","ec15ba1d-53b6-44b0-8a22-1e498485f1b8","100","88.36"
"1574035200","00084162-0571-4251-ba25-92c9ddf0096f","14298caa-f8e1-4b26-b1d9-17fed4417449","ef5ef0a4-3d1a-43af-8ef4-2919ddcfdfec","null","Megan","Fernandez","PO Box 207","Baton Rouge","LA","70656","Dash Wilkerson","861 Luna Lane E","Elizabeth","NJ","07837","7b547a10-e804-48e1-ad90-1f946cee659c","400","111.52"
"1574035200","00084162-0571-4251-ba25-92c9ddf0096f","14298caa-f8e1-4b26-b1d9-17fed4417449","ef5ef0a4-3d1a-43af-8ef4-2919ddcfdfec","null","Megan","Fernandez","PO Box 207","Baton Rouge","LA","70656","Dash Wilkerson","861 Luna Lane E","Elizabeth","NJ","07837","a8fbcfea-4352-4c5a-af8b-c8623258b4f8","700","110.41"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","699fcfe8-ce60-42c9-9d0f-728df3e48d70","700","99.61"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","7a41323a-560f-4e34-aba6-995e2325f95e","100","94.37"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","7b547a10-e804-48e1-ad90-1f946cee659c","600","104.85"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","8d809e13-fdc5-4d15-9271-953750f6d592","100","104.85"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","95cbadca-cf90-4b8a-a134-2976f6ba6df8","200","99.61"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","a990d79b-4957-42fc-8e42-20ceb1fd1259","400","115.34"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","bc93ed89-bb15-4e46-a110-a5878e46ccf6","500","94.37"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","e26839a2-44fd-4003-a06b-faf6a2dff077","300","99.61"
"1548655200","000a765a-38fe-4e19-93e6-2dc552f84eef","f07e0e28-803a-492d-b6b3-e5382044e1ae","4898862a-68d3-43e5-8627-caf6933bdaec","715156510","Byron","Lewis","43 Old School Road E","Oakland","CA","91941","Tanner Gross","456 Ravenel Court","Gainesville","FL","32936","e672483e-57a8-434a-bc42-ecf827c8a8d4","900","109.57"
